Date,Price,Grid load forecast,Wind power forecast
2018-06-09 02:00:00,42.71,11703.0,885.75
2018-06-09 03:00:00,43.4,11401.25,906.5
2018-06-09 04:00:00,42.22,11200.75,900.75
2018-06-09 05:00:00,42.83,11103.25,834.25
2018-06-09 06:00:00,44.63,11169.75,710.5
2018-06-09 07:00:00,50.41,11513.25,590.5
2018-06-09 08:00:00,49.9,11955.5,539.25
2018-06-09 09:00:00,57.0,12453.5,591.25
2018-06-09 10:00:00,49.9,12649.75,615.5
2018-06-09 11:00:00,49.18,12668.75,561.25
2018-06-09 12:00:00,48.75,12597.75,503.5
2018-06-09 13:00:00,45.0,12277.0,519.75
2018-06-09 14:00:00,44.31,12163.25,605.75
2018-06-09 15:00:00,43.94,12093.75,754.75
2018-06-09 16:00:00,42.2,12120.0,933.5
2018-06-09 17:00:00,51.5,12525.5,1070.5
2018-06-09 18:00:00,51.41,12804.0,1045.0
2018-06-09 19:00:00,51.9,12880.25,1092.75
2018-06-09 20:00:00,69.3,13083.25,1163.5
2018-06-09 21:00:00,60.0,13155.75,1099.25
2018-06-09 22:00:00,68.17,13264.25,983.75
2018-06-09 23:00:00,56.16,12767.25,851.5
2018-06-10 00:00:00,67.0,12098.75,939.25
2018-06-10 01:00:00,45.41,11444.0,852.25
2018-06-10 02:00:00,44.74,11016.0,830.75
2018-06-10 03:00:00,43.58,10781.5,889.5
2018-06-10 04:00:00,46.33,10620.5,881.25
2018-06-10 05:00:00,46.01,10395.0,874.25
2018-06-10 06:00:00,45.66,10033.25,862.75
2018-06-10 07:00:00,47.0,9994.0,937.0
2018-06-10 08:00:00,45.5,9957.5,946.75
2018-06-10 09:00:00,44.99,10052.0,881.75
2018-06-10 10:00:00,45.71,10225.0,772.25
2018-06-10 11:00:00,48.99,10246.25,643.75
2018-06-10 12:00:00,48.9,10272.5,650.75
2018-06-10 13:00:00,46.07,10232.75,764.25
2018-06-10 14:00:00,44.0,10286.75,1003.0
2018-06-10 15:00:00,33.43,10397.25,1257.75
2018-06-10 16:00:00,40.0,10671.25,1491.25
2018-06-10 17:00:00,40.65,11421.25,1655.0
2018-06-10 18:00:00,54.12,12072.75,1650.5
2018-06-10 19:00:00,50.1,12628.0,1561.5
2018-06-10 20:00:00,54.9,13061.25,1436.5
2018-06-10 21:00:00,52.51,13042.0,1313.75
2018-06-10 22:00:00,73.24,13137.75,1204.0
2018-06-10 23:00:00,58.5,12580.5,1060.75
2018-06-11 00:00:00,62.72,11991.0,982.25
2018-06-11 01:00:00,44.13,11481.75,877.5
2018-06-11 02:00:00,43.67,11214.5,808.5
2018-06-11 03:00:00,51.14,11078.5,796.25
2018-06-11 04:00:00,51.35,11074.5,841.0
2018-06-11 05:00:00,45.97,11130.75,833.25
2018-06-11 06:00:00,56.33,11644.25,759.75
2018-06-11 07:00:00,56.87,12686.25,745.0
2018-06-11 08:00:00,64.5,13577.75,719.25
2018-06-11 09:00:00,75.0,13861.25,721.5
2018-06-11 10:00:00,76.67,13711.0,744.0
2018-06-11 11:00:00,69.9,13530.25,784.25
2018-06-11 12:00:00,59.92,13320.25,835.0
2018-06-11 13:00:00,58.82,13183.0,901.5
2018-06-11 14:00:00,52.6,13199.0,1057.5
2018-06-11 15:00:00,51.05,13408.5,1346.0
2018-06-11 16:00:00,49.66,13862.75,1595.5
2018-06-11 17:00:00,50.93,14411.5,1706.5
2018-06-11 18:00:00,53.48,14315.75,1758.5
2018-06-11 19:00:00,54.94,14412.5,1812.25
2018-06-11 20:00:00,56.03,14695.75,1903.75
2018-06-11 21:00:00,50.87,14538.5,1977.0
2018-06-11 22:00:00,49.47,14378.0,2108.75
2018-06-11 23:00:00,46.55,13732.5,2158.5
2018-06-12 00:00:00,40.93,12773.25,1683.5
2018-06-12 01:00:00,39.48,12002.75,1597.25
2018-06-12 02:00:00,38.54,11709.5,1548.0
2018-06-12 03:00:00,42.72,11638.0,1457.5
2018-06-12 04:00:00,44.68,11652.0,1372.75
2018-06-12 05:00:00,43.31,11863.5,1393.75
2018-06-12 06:00:00,48.42,12816.0,1447.75
2018-06-12 07:00:00,55.02,14475.25,1529.5
2018-06-12 08:00:00,59.46,15437.5,1596.25
2018-06-12 09:00:00,59.27,15620.75,1542.25
2018-06-12 10:00:00,56.96,15336.5,1520.25
2018-06-12 11:00:00,59.17,15097.75,1559.25
2018-06-12 12:00:00,58.15,14789.25,1681.25
2018-06-12 13:00:00,56.52,14677.0,1808.75
2018-06-12 14:00:00,53.9,14842.5,1949.0
2018-06-12 15:00:00,51.5,15019.5,2093.25
2018-06-12 16:00:00,50.98,15311.5,2259.25
2018-06-12 17:00:00,51.62,15821.25,2355.75
2018-06-12 18:00:00,52.93,15488.5,2293.0
2018-06-12 19:00:00,54.08,15444.0,2247.75
2018-06-12 20:00:00,52.78,15576.75,2149.5
2018-06-12 21:00:00,48.94,15398.5,2036.25
2018-06-12 22:00:00,50.29,15007.25,1927.25
2018-06-12 23:00:00,47.07,14296.0,1881.75
2018-06-13 00:00:00,42.3,12662.5,1296.25
2018-06-13 01:00:00,42.0,11949.5,1362.25
2018-06-13 02:00:00,37.98,11616.0,1481.75
2018-06-13 03:00:00,39.81,11486.0,1533.75
2018-06-13 04:00:00,39.99,11428.5,1635.75
2018-06-13 05:00:00,38.72,11549.5,1828.0
2018-06-13 06:00:00,45.46,12487.75,1880.75
2018-06-13 07:00:00,54.05,14045.25,1944.5
2018-06-13 08:00:00,55.77,15214.75,2071.25
2018-06-13 09:00:00,56.09,15451.75,2099.75
2018-06-13 10:00:00,54.94,15233.25,2164.0
2018-06-13 11:00:00,55.0,15056.5,2208.25
2018-06-13 12:00:00,53.03,14827.0,2213.0
2018-06-13 13:00:00,51.1,14802.5,2191.0
2018-06-13 14:00:00,49.52,14861.0,2077.25
2018-06-13 15:00:00,48.91,14995.5,1855.75
2018-06-13 16:00:00,47.17,15160.5,1633.75
2018-06-13 17:00:00,49.03,15539.0,1361.75
2018-06-13 18:00:00,54.0,15260.25,1135.25
2018-06-13 19:00:00,58.38,15175.25,821.0
2018-06-13 20:00:00,60.7,15211.25,550.25
2018-06-13 21:00:00,52.97,15009.5,353.75
2018-06-13 22:00:00,59.56,14688.25,279.0
2018-06-13 23:00:00,51.77,13940.5,281.5
2018-06-14 00:00:00,46.69,12912.75,830.75
2018-06-14 01:00:00,40.91,12125.75,1056.75
2018-06-14 02:00:00,40.27,11764.5,1221.25
2018-06-14 03:00:00,41.08,11591.5,1422.5
2018-06-14 04:00:00,41.7,11573.25,1624.5
2018-06-14 05:00:00,41.1,11631.75,1819.25
2018-06-14 06:00:00,42.55,12538.5,1912.25
2018-06-14 07:00:00,51.38,14115.75,1984.5
2018-06-14 08:00:00,58.47,15118.0,2217.5
2018-06-14 09:00:00,66.08,15507.75,2546.0
2018-06-14 10:00:00,60.0,15283.25,2855.25
2018-06-14 11:00:00,59.26,15306.25,3105.75
2018-06-14 12:00:00,55.06,15154.25,3222.5
2018-06-14 13:00:00,49.77,15230.25,3272.25
2018-06-14 14:00:00,47.02,15392.0,3305.25
2018-06-14 15:00:00,45.08,15402.5,3262.25
2018-06-14 16:00:00,44.0,15725.75,3237.0
2018-06-14 17:00:00,52.85,16077.0,3002.0
2018-06-14 18:00:00,65.2,15828.0,2659.25
2018-06-14 19:00:00,65.2,15604.5,2302.25
2018-06-14 20:00:00,61.92,15560.5,1826.25
2018-06-14 21:00:00,58.2,15346.75,1294.25
2018-06-14 22:00:00,77.08,14996.0,900.25
2018-06-14 23:00:00,67.94,14280.75,639.25
2018-06-15 00:00:00,49.83,13205.75,458.5
2018-06-15 01:00:00,40.03,12341.25,322.25
2018-06-15 02:00:00,38.75,11948.75,209.75
2018-06-15 03:00:00,41.92,11782.25,117.25
2018-06-15 04:00:00,43.33,11754.5,90.0
2018-06-15 05:00:00,43.3,11854.5,111.5
2018-06-15 06:00:00,56.31,12733.25,156.75
2018-06-15 07:00:00,59.92,14373.75,146.0
2018-06-15 08:00:00,61.9,15463.25,158.75
2018-06-15 09:00:00,63.85,15756.0,230.25
2018-06-15 10:00:00,66.16,15643.75,237.5
2018-06-15 11:00:00,65.63,15677.5,203.75
2018-06-15 12:00:00,59.27,15515.75,183.25
2018-06-15 13:00:00,62.88,15481.75,195.75
2018-06-15 14:00:00,59.4,15347.75,228.25
2018-06-15 15:00:00,55.55,15150.25,223.0
2018-06-15 16:00:00,52.93,15408.25,221.5
2018-06-15 17:00:00,66.48,15685.5,224.75
2018-06-15 18:00:00,60.27,15437.5,239.75
2018-06-15 19:00:00,56.35,15124.75,242.25
2018-06-15 20:00:00,56.1,14885.5,237.25
2018-06-15 21:00:00,60.25,14515.5,202.5
2018-06-15 22:00:00,63.98,14229.5,212.0
2018-06-15 23:00:00,58.08,13577.25,246.25
2018-06-16 00:00:00,45.37,13312.75,452.5
2018-06-16 01:00:00,43.03,12483.5,459.5
2018-06-16 02:00:00,42.37,11933.5,428.75
2018-06-16 03:00:00,42.06,11582.0,361.5
2018-06-16 04:00:00,41.62,11394.25,321.5
2018-06-16 05:00:00,42.65,11215.0,330.25
2018-06-16 06:00:00,41.87,11256.0,371.5
2018-06-16 07:00:00,43.52,11665.5,430.75
2018-06-16 08:00:00,45.72,12085.25,497.75
2018-06-16 09:00:00,44.11,12456.0,595.25
2018-06-16 10:00:00,43.38,12558.0,739.5
2018-06-16 11:00:00,43.34,12475.5,920.5
2018-06-16 12:00:00,43.25,12280.0,1070.0
2018-06-16 13:00:00,42.8,11937.5,1179.5
2018-06-16 14:00:00,42.94,11857.0,1238.75
2018-06-16 15:00:00,42.76,11862.75,1234.5
2018-06-16 16:00:00,42.68,11933.5,1325.75
2018-06-16 17:00:00,42.47,12411.5,1437.75
2018-06-16 18:00:00,46.3,12852.75,1382.0
2018-06-16 19:00:00,46.8,13119.0,1335.5
2018-06-16 20:00:00,46.08,13402.25,1257.0
2018-06-16 21:00:00,46.08,13414.25,1152.5
2018-06-16 22:00:00,46.31,13498.5,1104.0
2018-06-16 23:00:00,50.1,13065.75,1163.75
2018-06-17 00:00:00,41.57,12345.0,1581.0
2018-06-17 01:00:00,37.85,11637.5,1770.25
2018-06-17 02:00:00,35.0,11184.25,1975.25
2018-06-17 03:00:00,28.0,10912.0,2115.5
2018-06-17 04:00:00,28.0,10679.75,2279.0
2018-06-17 05:00:00,17.65,10415.5,2349.5
2018-06-17 06:00:00,15.87,10133.0,2239.0
2018-06-17 07:00:00,28.0,10146.5,2215.75
2018-06-17 08:00:00,28.0,10172.75,2321.5
2018-06-17 09:00:00,39.4,10439.0,2499.5
2018-06-17 10:00:00,35.1,10625.0,2619.0
2018-06-17 11:00:00,30.1,10636.0,2706.25
2018-06-17 12:00:00,36.88,10720.0,2661.75
2018-06-17 13:00:00,34.9,10728.25,2415.25
2018-06-17 14:00:00,40.0,10744.5,2303.0
2018-06-17 15:00:00,34.9,10779.25,2287.25
2018-06-17 16:00:00,33.0,10979.0,2227.0
2018-06-17 17:00:00,41.61,11744.0,2099.0
2018-06-17 18:00:00,42.0,12383.0,1961.25
2018-06-17 19:00:00,47.17,12905.25,1746.5
2018-06-17 20:00:00,50.13,13459.25,1509.0
2018-06-17 21:00:00,51.42,13501.5,1404.5
2018-06-17 22:00:00,48.52,13567.5,1381.0
2018-06-17 23:00:00,45.87,13086.25,1440.25
2018-06-18 00:00:00,49.73,12340.0,1314.75
2018-06-18 01:00:00,37.01,11850.25,1363.5
2018-06-18 02:00:00,37.76,11587.75,1418.5
2018-06-18 03:00:00,36.49,11442.5,1463.5
2018-06-18 04:00:00,35.64,11513.75,1509.5
2018-06-18 05:00:00,36.63,11621.75,1548.5
2018-06-18 06:00:00,46.46,12562.25,1612.25
2018-06-18 07:00:00,54.05,13992.0,1727.25
2018-06-18 08:00:00,63.05,15212.75,1880.25
2018-06-18 09:00:00,77.63,15460.25,2012.75
2018-06-18 10:00:00,70.3,15250.5,2144.25
2018-06-18 11:00:00,70.09,15207.25,2302.5
2018-06-18 12:00:00,63.19,14977.75,2440.75
2018-06-18 13:00:00,55.0,14977.75,2571.5
2018-06-18 14:00:00,52.51,14958.0,2671.75
2018-06-18 15:00:00,51.15,15008.0,2673.0
2018-06-18 16:00:00,51.17,15244.75,2570.25
2018-06-18 17:00:00,52.51,15684.5,2394.75
2018-06-18 18:00:00,50.26,15400.25,2205.0
2018-06-18 19:00:00,52.84,15289.75,2000.25
2018-06-18 20:00:00,50.81,15408.0,1770.5
2018-06-18 21:00:00,50.0,15157.75,1721.75
2018-06-18 22:00:00,49.93,14912.0,1867.0
2018-06-18 23:00:00,45.24,14316.0,2144.25
2018-06-19 00:00:00,41.21,13269.5,2228.75
2018-06-19 01:00:00,40.0,12396.75,2198.5
2018-06-19 02:00:00,39.2,12038.75,2064.25
2018-06-19 03:00:00,39.17,11888.25,1888.75
2018-06-19 04:00:00,40.0,11867.75,1712.0
2018-06-19 05:00:00,37.27,11992.25,1531.0
2018-06-19 06:00:00,43.12,12910.75,1382.75
2018-06-19 07:00:00,50.0,14555.75,1234.75
2018-06-19 08:00:00,55.63,15488.0,1139.0
2018-06-19 09:00:00,66.16,15724.5,1105.25
2018-06-19 10:00:00,70.0,15604.25,1020.0
2018-06-19 11:00:00,75.12,15431.25,950.75
2018-06-19 12:00:00,69.76,15217.0,857.75
2018-06-19 13:00:00,65.0,15178.0,756.5
2018-06-19 14:00:00,63.66,15265.0,688.25
2018-06-19 15:00:00,56.08,15278.75,679.0
2018-06-19 16:00:00,54.0,15372.75,647.75
2018-06-19 17:00:00,54.34,15777.25,600.0
2018-06-19 18:00:00,55.04,15387.5,551.25
2018-06-19 19:00:00,59.01,15287.75,504.25
2018-06-19 20:00:00,57.79,15390.25,467.5
2018-06-19 21:00:00,54.9,15212.75,505.5
2018-06-19 22:00:00,55.83,14864.25,592.0
2018-06-19 23:00:00,48.96,14286.75,691.0
2018-06-20 00:00:00,45.91,12530.25,551.75
2018-06-20 01:00:00,41.09,11772.5,754.0
2018-06-20 02:00:00,41.14,11423.25,937.25
2018-06-20 03:00:00,42.06,11230.25,1059.75
2018-06-20 04:00:00,40.9,11162.25,1179.25
2018-06-20 05:00:00,42.62,11212.75,1245.5
2018-06-20 06:00:00,49.4,12090.5,1231.75
2018-06-20 07:00:00,57.07,13541.25,1256.0
2018-06-20 08:00:00,53.43,14494.5,1361.5
2018-06-20 09:00:00,58.87,14677.5,1554.0
2018-06-20 10:00:00,61.94,14566.25,1837.25
2018-06-20 11:00:00,57.58,14482.25,2139.0
2018-06-20 12:00:00,57.58,14257.0,2363.75
2018-06-20 13:00:00,58.18,14263.75,2510.5
2018-06-20 14:00:00,47.0,14315.25,2637.5
2018-06-20 15:00:00,44.9,14396.5,2663.5
2018-06-20 16:00:00,43.34,14587.75,2654.5
2018-06-20 17:00:00,52.4,14994.25,2528.25
2018-06-20 18:00:00,52.76,14857.0,2211.75
2018-06-20 19:00:00,59.06,14831.25,1891.0
2018-06-20 20:00:00,53.12,14903.0,1632.5
2018-06-20 21:00:00,58.69,14718.25,1453.25
2018-06-20 22:00:00,56.03,14410.5,1359.0
2018-06-20 23:00:00,53.15,13710.25,1249.25
2018-06-21 00:00:00,71.09,12787.75,1233.5
2018-06-21 01:00:00,42.42,11971.75,1021.0
2018-06-21 02:00:00,42.26,11568.0,843.0
2018-06-21 03:00:00,41.0,11396.5,758.25
2018-06-21 04:00:00,38.55,11287.5,789.25
2018-06-21 05:00:00,35.39,11305.0,1061.5
2018-06-21 06:00:00,44.59,12150.0,1750.75
2018-06-21 07:00:00,56.28,13639.0,2644.5
2018-06-21 08:00:00,57.47,14512.25,3503.25
2018-06-21 09:00:00,66.24,14696.75,4063.0
2018-06-21 10:00:00,47.4,14440.0,4568.75
2018-06-21 11:00:00,53.91,14523.0,4897.0
2018-06-21 12:00:00,52.93,14468.75,4985.75
2018-06-21 13:00:00,44.82,14602.0,5063.5
2018-06-21 14:00:00,45.0,14798.5,5099.0
2018-06-21 15:00:00,45.0,14890.5,4981.5
2018-06-21 16:00:00,43.31,15128.5,4876.25
2018-06-21 17:00:00,43.29,15520.75,4739.75
2018-06-21 18:00:00,44.54,15265.5,4564.0
2018-06-21 19:00:00,47.78,15054.75,4404.75
2018-06-21 20:00:00,46.9,15037.25,4086.75
2018-06-21 21:00:00,41.71,14824.25,3782.25
2018-06-21 22:00:00,49.44,14532.25,3583.25
2018-06-21 23:00:00,52.33,13935.25,3584.5
2018-06-22 00:00:00,39.6,13034.5,3986.75
2018-06-22 01:00:00,39.5,12274.0,4362.0
2018-06-22 02:00:00,39.27,11874.75,4575.75
2018-06-22 03:00:00,39.29,11697.25,4706.5
2018-06-22 04:00:00,38.28,11661.5,4855.75
2018-06-22 05:00:00,37.91,11737.0,4964.5
2018-06-22 06:00:00,38.67,12573.0,4935.0
2018-06-22 07:00:00,40.1,14079.5,4845.25
2018-06-22 08:00:00,51.2,15128.25,4708.25
2018-06-22 09:00:00,64.59,15460.0,4607.5
2018-06-22 10:00:00,43.85,15317.0,4441.25
2018-06-22 11:00:00,43.39,15308.5,4330.25
2018-06-22 12:00:00,49.35,15264.75,4308.75
2018-06-22 13:00:00,50.19,15225.0,4318.25
2018-06-22 14:00:00,50.18,15079.75,4334.75
2018-06-22 15:00:00,49.41,14849.0,4268.0
2018-06-22 16:00:00,50.18,14964.0,4142.25
2018-06-22 17:00:00,61.29,15223.75,4007.5
2018-06-22 18:00:00,52.24,15001.75,3809.5
2018-06-22 19:00:00,44.0,14754.0,3565.5
2018-06-22 20:00:00,45.0,14589.75,3183.75
2018-06-22 21:00:00,41.0,14253.25,2778.0
2018-06-22 22:00:00,55.4,13912.5,2460.25
2018-06-22 23:00:00,47.59,13427.75,2260.5
2018-06-23 00:00:00,43.69,13310.0,2160.0
2018-06-23 01:00:00,39.31,12487.5,2152.0
2018-06-23 02:00:00,40.1,11952.25,2331.75
2018-06-23 03:00:00,38.2,11610.75,2469.0
2018-06-23 04:00:00,37.62,11392.5,2473.5
2018-06-23 05:00:00,37.12,11232.5,2415.25
2018-06-23 06:00:00,33.74,11233.25,2301.25
2018-06-23 07:00:00,34.9,11534.5,2339.25
2018-06-23 08:00:00,38.87,11938.25,2477.5
2018-06-23 09:00:00,43.42,12489.0,2452.0
2018-06-23 10:00:00,46.8,12737.75,2352.75
2018-06-23 11:00:00,60.0,12625.0,2233.75
2018-06-23 12:00:00,54.26,12274.75,2147.5
2018-06-23 13:00:00,48.78,11984.5,2152.25
2018-06-23 14:00:00,47.0,11787.5,2101.0
2018-06-23 15:00:00,42.36,11706.75,2007.5
2018-06-23 16:00:00,41.72,11756.75,1849.25
2018-06-23 17:00:00,43.14,12200.5,1630.0
2018-06-23 18:00:00,43.34,12715.25,1398.75
2018-06-23 19:00:00,43.93,13000.5,1168.25
2018-06-23 20:00:00,44.08,13201.75,992.0
2018-06-23 21:00:00,44.01,13124.0,879.0
2018-06-23 22:00:00,57.02,13323.0,777.0
2018-06-23 23:00:00,63.85,13030.0,693.0
2018-06-24 00:00:00,42.41,11562.25,537.25
2018-06-24 01:00:00,39.1,11559.75,506.5
2018-06-24 02:00:00,37.88,11069.5,503.5
2018-06-24 03:00:00,37.05,10745.5,551.75
2018-06-24 04:00:00,34.32,10479.25,643.25
2018-06-24 05:00:00,34.46,10254.75,734.75
2018-06-24 06:00:00,37.4,10002.25,770.25
2018-06-24 07:00:00,34.66,9953.0,834.25
2018-06-24 08:00:00,37.4,9999.25,995.0
2018-06-24 09:00:00,39.9,10291.0,1141.5
2018-06-24 10:00:00,42.55,10527.75,1249.0
2018-06-24 11:00:00,42.93,10597.25,1361.0
2018-06-24 12:00:00,42.87,10673.75,1427.25
2018-06-24 13:00:00,42.73,10555.25,1521.75
2018-06-24 14:00:00,45.8,10403.5,1646.75
2018-06-24 15:00:00,42.4,10401.25,1797.75
2018-06-24 16:00:00,42.5,10591.25,1895.75
2018-06-24 17:00:00,42.65,11357.5,1949.0
2018-06-24 18:00:00,44.9,12117.5,1923.5
2018-06-24 19:00:00,48.46,12561.0,1804.25
2018-06-24 20:00:00,51.3,13119.0,1667.0
2018-06-24 21:00:00,53.35,13221.75,1454.5
2018-06-24 22:00:00,51.93,13291.25,1282.75
2018-06-24 23:00:00,44.72,12731.0,1122.25
2018-06-25 00:00:00,44.03,11927.25,1202.5
2018-06-25 01:00:00,43.12,11498.5,1200.0
2018-06-25 02:00:00,41.72,11293.75,1203.5
2018-06-25 03:00:00,41.89,11132.25,1117.25
2018-06-25 04:00:00,42.74,11204.75,987.0
2018-06-25 05:00:00,44.46,11314.0,888.0
2018-06-25 06:00:00,48.38,12278.25,879.5
2018-06-25 07:00:00,54.95,13791.0,966.75
2018-06-25 08:00:00,59.64,14968.5,1067.75
2018-06-25 09:00:00,64.29,15309.0,1128.0
2018-06-25 10:00:00,64.16,15153.5,1128.0
2018-06-25 11:00:00,57.4,15124.25,1103.25
2018-06-25 12:00:00,55.32,14863.25,1030.25
2018-06-25 13:00:00,50.97,14776.5,1016.25
2018-06-25 14:00:00,48.27,14692.0,1051.25
2018-06-25 15:00:00,47.88,14636.75,1063.75
2018-06-25 16:00:00,46.99,14773.5,1080.75
2018-06-25 17:00:00,69.7,15091.5,1125.75
2018-06-25 18:00:00,60.1,14753.75,1165.25
2018-06-25 19:00:00,64.19,14731.5,1183.5
